ZipCode,county,state,Youth,Pediatric
35126,Jefferson County,AL,70.84870848708486,NA
35150,Talladega County,AL,NA,60.67415730337079
35151,Talladega County,AL,94.0959409594096,NA
35208,Jefferson County,AL,NA,82.02247191011236
35215,Jefferson County,AL,NA,7.303370786516854
35228,Jefferson County,AL,NA,80.33707865168539
35761,Madison County,AL,NA,82.02247191011236
35769,Jackson County,AL,NA,94.3820224719101
36608,Mobile County,AL,NA,65.1685393258427
99503,Anchorage Municipality,AK,NA,87.64044943820225
99559,Bethel Census Area,AK,67.52767527675276,42.13483146067416
99576,Dillingham Census Area,AK,92.619926199262,NA
85015,Maricopa County,AZ,60.88560885608856,NA
85021,Maricopa County,AZ,37.269372693726936,NA
85035,Maricopa County,AZ,72.69372693726937,NA
85139,Pinal County,AZ,68.63468634686348,73.59550561797754
85140,Pinal County,AZ,NA,73.59550561797754
85210,Maricopa County,AZ,41.69741697416974,NA
85225,Maricopa County,AZ,NA,16.292134831460675
85297,Maricopa County,AZ,45.018450184501845,NA
85345,Maricopa County,AZ,NA,41.57303370786517
85541,Gila County,AZ,88.56088560885608,NA
85713,Pima County,AZ,32.84132841328413,NA
85730,Pima County,AZ,44.28044280442804,NA
85741,Pima County,AZ,14.760147601476014,NA
85941,Apache County,AZ,NA,21.910112359550563
86040,Coconino County,AZ,66.05166051660517,NA
86044,San Juan County,AZ,97.7859778597786,NA
90031,Los Angeles County,CA,NA,53.93258426966292
90032,Los Angeles County,CA,NA,45.50561797752809
90064,Los Angeles County,CA,76.01476014760148,NA
90220,Los Angeles County,CA,NA,35.39325842696629
90713,Los Angeles County,CA,58.671586715867164,NA
92113,San Diego County,CA,NA,19.101123595505616
92274,Riverside County,CA,89.66789667896678,NA
92284,San Bernardino County,CA,81.18081180811808,NA
92544,Riverside County,CA,52.398523985239855,NA
92860,Riverside County,CA,NA,95.50561797752809
93060,Ventura County,CA,42.066420664206646,NA
93638,Madera County,CA,36.90036900369004,NA
93643,Madera County,CA,NA,98.31460674157303
93705,Fresno County,CA,NA,29.775280898876407
93706,Fresno County,CA,NA,15.168539325842698
93720,Fresno County,CA,NA,48.31460674157304
94063,San Mateo County,CA,66.78966789667896,NA
94303,San Mateo County,CA,NA,56.17977528089888
94901,Marin County,CA,69.37269372693727,NA
95301,Merced County,CA,51.66051660516605,NA
95351,Stanislaus County,CA,NA,37.640449438202246
95765,Placer County,CA,86.71586715867159,NA
95838,Sacramento County,CA,78.96678966789668,NA
95841,Sacramento County,CA,NA,89.8876404494382
80128,Jefferson County,CO,48.708487084870846,NA
80229,Adams County,CO,12.177121771217712,NA
