ZipCode,county,state,Retirement,Geriatric
35020,Jefferson County,AL,23.053892215568865,NA
35022,Jefferson County,AL,NA,19.12350597609562
35040,Shelby County,AL,NA,91.63346613545816
35603,Morgan County,AL,NA,86.05577689243027
35622,Morgan County,AL,82.03592814371258,NA
35907,Etowah County,AL,NA,74.5019920318725
36274,Randolph County,AL,93.7125748502994,NA
36344,Geneva County,AL,77.54491017964071,NA
36541,Mobile County,AL,73.65269461077844,NA
36695,Mobile County,AL,NA,39.8406374501992
36830,Lee County,AL,78.1437125748503,NA
99501,Anchorage Municipality,AK,61.67664670658682,NA
85007,Maricopa County,AZ,24.850299401197603,NA
85014,Maricopa County,AZ,45.209580838323355,NA
85131,Pinal County,AZ,NA,81.67330677290838
85304,Maricopa County,AZ,NA,58.16733067729084
85382,Maricopa County,AZ,NA,44.223107569721115
85546,Graham County,AZ,55.08982035928144,NA
85641,Pima County,AZ,64.07185628742515,NA
85712,Pima County,AZ,68.8622754491018,NA
85745,Pima County,AZ,42.51497005988024,NA
85746,Pima County,AZ,27.54491017964072,NA
85750,Pima County,AZ,37.4251497005988,NA
86322,Yavapai County,AZ,NA,77.29083665338645
71753,Columbia County,AR,56.287425149700596,NA
71822,Little River County,AR,NA,66.53386454183267
72019,Saline County,AR,NA,36.254980079681275
90018,Los Angeles County,CA,81.73652694610777,NA
90043,Los Angeles County,CA,16.16766467065868,NA
90044,Los Angeles County,CA,13.47305389221557,NA
90274,Los Angeles County,CA,50.29940119760479,NA
90620,Orange County,CA,61.97604790419161,NA
90713,Los Angeles County,CA,43.712574850299404,NA
90740,Orange County,CA,31.137724550898206,NA
90745,Los Angeles County,CA,24.550898203592812,NA
91381,Los Angeles County,CA,NA,86.45418326693228
91403,Los Angeles County,CA,NA,33.86454183266932
91423,Los Angeles County,CA,NA,43.82470119521912
91950,San Diego County,CA,NA,13.545816733067728
92036,San Diego County,CA,NA,95.61752988047809
92124,San Diego County,CA,65.26946107784431,NA
92234,Riverside County,CA,2.3952095808383236,NA
92315,San Bernardino County,CA,98.50299401197606,NA
92405,San Bernardino County,CA,NA,82.47011952191235
92410,San Bernardino County,CA,57.18562874251497,NA
92509,Riverside County,CA,NA,64.9402390438247
92530,Riverside County,CA,44.61077844311377,NA
92570,Riverside County,CA,33.23353293413174,NA
92586,Riverside County,CA,33.83233532934132,NA
92625,Orange County,CA,55.688622754491014,NA
92675,Orange County,CA,NA,35.85657370517929
92692,Orange County,CA,NA,37.05179282868526
92706,Orange County,CA,NA,55.77689243027888
92835,Orange County,CA,NA,18.725099601593627
93003,Ventura County,CA,15.269461077844312,NA
93534,Los Angeles County,CA,28.443113772455092,NA
94015,San Mateo County,CA,NA,0.796812749003984
94303,San Mateo County,CA,NA,25.89641434262948
94526,Contra Costa County,CA,NA,39.04382470119522
94539,Alameda County,CA,43.712574850299404,NA
94544,Alameda County,CA,97.30538922155688,NA
94550,Alameda County,CA,NA,46.21513944223107
94565,Contra Costa County,CA,NA,50.99601593625498
94571,Solano County,CA,50.898203592814376,NA
94588,Alameda County,CA,NA,52.589641434262944
94608,Alameda County,CA,NA,50.199203187250994
94611,Alameda County,CA,47.90419161676647,NA
94804,Contra Costa County,CA,30.538922155688624,NA
94901,Marin County,CA,63.772455089820355,NA
94945,Marin County,CA,60.778443113772454,NA
95123,Santa Clara County,CA,NA,29.08366533864542
95404,Sonoma County,CA,20.958083832335326,NA
95409,Sonoma County,CA,NA,12.749003984063744
95610,Sacramento County,CA,31.736526946107784,NA
95620,Solano County,CA,82.33532934131736,NA
95666,Amador County,CA,77.84431137724552,NA
