ZipCode,county,state,Pediatric,Adult
35022,Jefferson County,AL,69.94219653179191,NA
35058,Cullman County,AL,75.14450867052022,NA
35217,Jefferson County,AL,57.80346820809249,NA
35442,Pickens County,AL,NA,87.5
35503,Walker County,AL,94.79768786127167,NA
35652,Lauderdale County,AL,NA,94.53125
35805,Madison County,AL,38.72832369942196,NA
35810,Madison County,AL,20.23121387283237,NA
35967,DeKalb County,AL,53.179190751445084,NA
36066,Autauga County,AL,NA,62.6953125
36109,Montgomery County,AL,NA,56.640625
36116,Montgomery County,AL,NA,28.515625
36607,Mobile County,AL,NA,86.5234375
36701,Dallas County,AL,58.95953757225434,NA
36832,Lee County,AL,91.32947976878613,NA
85009,Maricopa County,AZ,5.202312138728324,51.171875
85019,Maricopa County,AZ,NA,47.4609375
85027,Maricopa County,AZ,NA,49.8046875
85029,Maricopa County,AZ,NA,30.46875
85031,Maricopa County,AZ,NA,58.59375
85033,Maricopa County,AZ,NA,55.078125
85041,Maricopa County,AZ,NA,11.9140625
85042,Maricopa County,AZ,NA,33.984375
85203,Maricopa County,AZ,NA,76.171875
85326,Maricopa County,AZ,NA,38.0859375
85338,Maricopa County,AZ,58.95953757225434,NA
85379,Maricopa County,AZ,52.02312138728323,NA
86045,Coconino County,AZ,14.450867052023122,NA
86336,Yavapai County,AZ,NA,84.375
86401,Mohave County,AZ,NA,44.3359375
86511,Apache County,AZ,80.34682080924856,NA
71822,Little River County,AR,NA,94.3359375
71852,Howard County,AR,NA,85.15625
72002,Saline County,AR,NA,75.78125
72150,Grant County,AR,NA,84.5703125
72846,Johnson County,AR,NA,99.609375
72903,Sebastian County,AR,NA,78.90625
90023,Los Angeles County,CA,29.47976878612717,45.703125
90044,Los Angeles County,CA,NA,9.1796875
90063,Los Angeles County,CA,NA,59.1796875
90064,Los Angeles County,CA,NA,36.1328125
90221,Los Angeles County,CA,NA,45.1171875
90222,Los Angeles County,CA,NA,75.1953125
90247,Los Angeles County,CA,NA,59.765625
90717,Los Angeles County,CA,NA,86.9140625
91343,Los Angeles County,CA,NA,61.9140625
91350,Los Angeles County,CA,NA,72.265625
91402,Los Angeles County,CA,NA,34.9609375
91406,Los Angeles County,CA,NA,60.546875
91711,Los Angeles County,CA,NA,85.3515625
91767,Los Angeles County,CA,37.57225433526011,NA
91780,Los Angeles County,CA,NA,89.453125
91915,San Diego County,CA,NA,89.6484375
92027,San Diego County,CA,NA,55.2734375
92078,San Diego County,CA,NA,63.0859375
92123,San Diego County,CA,NA,73.828125
92260,Riverside County,CA,91.90751445086705,NA
92404,San Bernardino County,CA,16.76300578034682,23.4375
92586,Riverside County,CA,NA,82.8125
93101,Santa Barbara County,CA,42.77456647398844,NA
93230,Kings County,CA,NA,57.2265625
93292,Tulare County,CA,NA,87.3046875
93445,San Luis Obispo County,CA,NA,94.921875
93535,Los Angeles County,CA,NA,12.3046875
93638,Madera County,CA,5.780346820809249,NA
93702,Fresno County,CA,8.092485549132949,NA
94080,San Mateo County,CA,NA,42.1875
94086,Santa Clara County,CA,78.61271676300578,NA
94112,San Francisco County,CA,NA,31.640625
94564,Contra Costa County,CA,NA,86.71875
94602,Alameda County,CA,NA,83.0078125
94609,Alameda County,CA,NA,87.6953125
95020,Santa Clara County,CA,50.28901734104046,NA
95110,Santa Clara County,CA,82.65895953757226,NA
95338,Mariposa County,CA,NA,88.8671875
95370,Tuolumne County,CA,NA,68.359375
95380,Stanislaus County,CA,32.947976878612714,NA
95403,Sonoma County,CA,NA,58.0078125
95618,Yolo County,CA,NA,95.8984375
95630,Sacramento County,CA,NA,34.1796875
95691,Yolo County,CA,NA,62.3046875
95928,Butte County,CA,NA,43.5546875
95965,Butte County,CA,NA,25
95988,Glenn County,CA,NA,85.7421875
96019,Shasta County,CA,NA,79.6875
80015,Arapahoe County,CO,NA,24.21875
80017,Arapahoe County,CO,NA,46.875
80120,Arapahoe County,CO,69.36416184971098,NA
80202,Denver County,CO,NA,61.71875
80221,Adams County,CO,NA,41.40625
80228,Jefferson County,CO,NA,64.0625
80241,Adams County,CO,NA,64.6484375
80504,Boulder County,CO,NA,40.8203125
80534,Weld County,CO,NA,76.3671875
80550,Weld County,CO,93.64161849710982,NA
80910,El Paso County,CO,NA,32.2265625
80918,El Paso County,CO,NA,80.46875
06010,Hartford County,CT,NA,18.75
06029,Tolland County,CT,NA,66.6015625
06040,Hartford County,CT,NA,13.8671875
06042,Hartford County,CT,NA,47.265625
06106,Hartford County,CT,10.404624277456648,NA
06108,Hartford County,CT,NA,39.0625
06437,New Haven County,CT,NA,71.2890625
06450,New Haven County,CT,NA,7.8125
06511,New Haven County,CT,NA,5.6640625
06516,New Haven County,CT,13.872832369942195,NA
06801,Fairfield County,CT,84.97109826589595,NA
32008,Suwannee County,FL,NA,91.6015625
32046,Nassau County,FL,89.59537572254335,NA
32210,Duval County,FL,12.138728323699421,NA
32277,Duval County,FL,NA,30.2734375
32303,Leon County,FL,NA,53.125
32333,Gadsden County,FL,NA,85.9375
32504,Escambia County,FL,43.93063583815029,NA
32571,Santa Rosa County,FL,NA,19.53125
32577,Escambia County,FL,99.42196531791907,NA
32666,Putnam County,FL,NA,97.0703125
32967,Indian River County,FL,56.06936416184971,NA
33020,Broward County,FL,31.79190751445087,39.453125
33025,Broward County,FL,23.699421965317917,NA
33027,Broward County,FL,NA,48.6328125
33409,Palm Beach County,FL,NA,73.6328125
33411,Palm Beach County,FL,57.22543352601156,NA
33430,Palm Beach County,FL,NA,60.7421875
33441,Broward County,FL,65.89595375722543,NA
33461,Palm Beach County,FL,NA,67.96875
33463,Palm Beach County,FL,18.497109826589593,NA
33511,Hillsborough County,FL,NA,46.2890625
33525,Pasco County,FL,NA,76.953125
33594,Hillsborough County,FL,38.15028901734104,NA
33612,Hillsborough County,FL,NA,15.4296875
33619,Hillsborough County,FL,NA,75
33625,Hillsborough County,FL,NA,67.96875
33647,Hillsborough County,FL,NA,59.5703125
33705,Pinellas County,FL,NA,81.25
33810,Polk County,FL,NA,34.5703125
33823,Polk County,FL,17.341040462427745,NA
33844,Polk County,FL,NA,46.875
33935,Hendry County,FL,66.47398843930635,NA
33971,Lee County,FL,24.277456647398843,NA
34433,Citrus County,FL,NA,90.4296875
34668,Pasco County,FL,27.167630057803464,NA
34744,Osceola County,FL,NA,34.765625
34759,Polk County,FL,NA,47.8515625
34771,Osceola County,FL,55.49132947976878,NA
34952,St. Lucie County,FL,NA,33.203125
34986,St. Lucie County,FL,81.5028901734104,NA
30062,Cobb County,GA,NA,51.953125
30093,Gwinnett County,GA,NA,65.8203125
30094,Rockdale County,GA,71.67630057803468,NA
30117,Carroll County,GA,NA,42.578125
30157,Paulding County,GA,NA,34.375
30179,Carroll County,GA,NA,66.9921875
30188,Cherokee County,GA,NA,29.8828125
30213,Fulton County,GA,NA,63.28125
30214,Fayette County,GA,NA,92.578125
30263,Coweta County,GA,NA,14.453125
30296,Clayton County,GA,47.97687861271676,NA
30340,DeKalb County,GA,63.005780346820806,NA
30354,Fulton County,GA,78.61271676300578,NA
30453,Tattnall County,GA,NA,94.140625
30467,Screven County,GA,84.39306358381504,NA
30605,Clarke County,GA,NA,64.453125
30720,Whitfield County,GA,74.56647398843931,NA
30736,Catoosa County,GA,NA,15.625
30815,Richmond County,GA,NA,28.3203125
31061,Baldwin County,GA,NA,38.28125
31204,Bibb County,GA,NA,41.2109375
31210,Bibb County,GA,73.41040462427746,NA
96701,Honolulu County,HI,NA,43.359375
96761,Maui County,HI,NA,91.796875
96789,Honolulu County,HI,NA,29.6875
96816,Honolulu County,HI,NA,40.8203125
96817,Honolulu County,HI,NA,17.1875
83202,Bannock County,ID,71.67630057803468,NA
83221,Bingham County,ID,NA,36.328125
83401,Bonneville County,ID,NA,20.703125
83440,Madison County,ID,34.104046242774565,NA
