ZipCode,county,state,Retirement
35150,Talladega County,AL,61.79775280898876
35179,Cullman County,AL,97.00374531835206
35210,Jefferson County,AL,69.66292134831461
35226,Jefferson County,AL,24.719101123595504
85048,Maricopa County,AZ,66.29213483146067
85323,Maricopa County,AZ,56.55430711610487
85364,Yuma County,AZ,3.3707865168539324
85381,Maricopa County,AZ,79.40074906367042
85742,Pima County,AZ,52.80898876404494
86442,Mohave County,AZ,11.985018726591761
90044,Los Angeles County,CA,19.475655430711612
90241,Los Angeles County,CA,86.89138576779027
90640,Los Angeles County,CA,68.91385767790263
90660,Los Angeles County,CA,37.82771535580524
90806,Los Angeles County,CA,59.55056179775281
91706,Los Angeles County,CA,36.329588014981276
91741,Los Angeles County,CA,54.68164794007491
91766,Los Angeles County,CA,47.940074906367045
91767,Los Angeles County,CA,54.30711610486891
92028,San Diego County,CA,52.05992509363296
92078,San Diego County,CA,50.936329588014985
92672,Orange County,CA,88.76404494382022
92683,Orange County,CA,21.34831460674157
93291,Tulare County,CA,39.70037453183521
93313,Kern County,CA,56.92883895131086
94122,San Francisco County,CA,24.344569288389515
94558,Napa County,CA,8.98876404494382
94920,Marin County,CA,88.38951310861424
95350,Stanislaus County,CA,15.355805243445692
95355,Stanislaus County,CA,10.112359550561797
95640,Amador County,CA,95.50561797752809
95667,El Dorado County,CA,5.992509363295881
95687,Solano County,CA,25.0936329588015
95765,Placer County,CA,71.91011235955057
80010,Arapahoe County,CO,46.441947565543074
80220,Denver County,CO,67.04119850187266
80239,Denver County,CO,53.558052434456926
80863,Teller County,CO,90.63670411985018
81005,Pueblo County,CO,28.08988764044944
06513,New Haven County,CT,10.486891385767791
06515,New Haven County,CT,94.7565543071161
32550,Walton County,FL,57.67790262172284
32962,Indian River County,FL,44.19475655430712
33142,Miami-Dade County,FL,22.09737827715356
33762,Pinellas County,FL,99.625468164794
33763,Pinellas County,FL,60.2996254681648
33764,Pinellas County,FL,50.56179775280899
33908,Lee County,FL,7.490636704119851
34714,Lake County,FL,90.2621722846442
30120,Bartow County,GA,46.81647940074906
30121,Bartow County,GA,58.42696629213483
30135,Douglas County,GA,13.857677902621724
30817,Lincoln County,GA,92.13483146067416
96778,Hawaii County,HI,65.54307116104869
83843,Latah County,ID,57.67790262172284
60010,Lake County,IL,14.606741573033707
60033,McHenry County,IL,77.52808988764045
60045,Lake County,IL,26.217228464419474
60047,Lake County,IL,25.842696629213485
60090,Cook County,IL,32.20973782771536
60193,Cook County,IL,11.610486891385769
60201,Cook County,IL,79.7752808988764
60453,Cook County,IL,9.737827715355806
60462,Cook County,IL,7.116104868913857
60467,Cook County,IL,30.337078651685395
60504,DuPage County,IL,62.92134831460674
60615,Cook County,IL,17.60299625468165
60625,Cook County,IL,14.981273408239701
60804,Cook County,IL,13.857677902621724
46123,Hendricks County,IN,45.31835205992509
46236,Marion County,IN,84.6441947565543
46311,Lake County,IN,17.97752808988764
46350,LaPorte County,IN,9.363295880149813
46755,Noble County,IN,40.823970037453186
47025,Dearborn County,IN,55.80524344569289
47150,Floyd County,IN,39.325842696629216
47715,Vanderburgh County,IN,75.28089887640449
52240,Johnson County,IA,89.13857677902621
52317,Johnson County,IA,75.65543071161048
66208,Johnson County,KS,85.0187265917603
42718,Taylor County,KY,10.861423220973784
70124,Orleans Parish,LA,95.13108614232209
70131,Orleans Parish,LA,37.07865168539326
