ZipCode,county,state,Youth,Pediatric
35040,Shelby County,AL,48.40686274509804,NA
35045,Chilton County,AL,62.13235294117647,NA
35160,Talladega County,AL,8.21078431372549,NA
35206,Jefferson County,AL,22.426470588235293,NA
35211,Jefferson County,AL,77.94117647058823,NA
35212,Jefferson County,AL,56.86274509803921,NA
35235,Jefferson County,AL,76.22549019607843,NA
35555,Fayette County,AL,72.18137254901961,NA
35601,Morgan County,AL,NA,31
36025,Elmore County,AL,85.66176470588235,NA
36207,Calhoun County,AL,85.17156862745098,NA
36303,Houston County,AL,NA,63
36312,Houston County,AL,93.38235294117648,NA
36345,Henry County,AL,80.3921568627451,NA
36582,Mobile County,AL,64.2156862745098,NA
36603,Mobile County,AL,97.05882352941177,NA
36801,Lee County,AL,NA,80
36854,Chambers County,AL,73.65196078431373,NA
36874,Lee County,AL,NA,91.5
99504,Anchorage Municipality,AK,NA,33.5
99507,Anchorage Municipality,AK,NA,56.99999999999999
99508,Anchorage Municipality,AK,16.544117647058822,NA
99901,Ketchikan Gateway Borough,AK,NA,74
85008,Maricopa County,AZ,7.4754901960784315,NA
85009,Maricopa County,AZ,NA,11.5
85018,Maricopa County,AZ,NA,83.5
85022,Maricopa County,AZ,32.720588235294116,NA
85024,Maricopa County,AZ,79.16666666666666,98.5
85032,Maricopa County,AZ,22.181372549019606,NA
85033,Maricopa County,AZ,67.64705882352942,NA
85035,Maricopa County,AZ,46.81372549019608,NA
85041,Maricopa County,AZ,5.0245098039215685,NA
85050,Maricopa County,AZ,69.85294117647058,NA
85122,Pinal County,AZ,5.392156862745098,NA
85138,Pinal County,AZ,57.96568627450981,NA
85213,Maricopa County,AZ,35.17156862745098,NA
85248,Maricopa County,AZ,52.32843137254902,NA
85255,Maricopa County,AZ,50,NA
85257,Maricopa County,AZ,NA,91.5
85281,Maricopa County,AZ,NA,56.00000000000001
85302,Maricopa County,AZ,38.23529411764706,NA
85303,Maricopa County,AZ,NA,41.5
85323,Maricopa County,AZ,NA,37
85338,Maricopa County,AZ,34.19117647058824,NA
85353,Maricopa County,AZ,54.65686274509803,NA
85364,Yuma County,AZ,78.67647058823529,NA
85379,Maricopa County,AZ,32.47549019607843,NA
