ZipCode,county,state,Youth,Adult
35045,Chilton County,AL,50.495049504950494,58.778625954198475
35215,Jefferson County,AL,9.900990099009901,34.35114503816794
35221,Jefferson County,AL,45.04950495049505,NA
35401,Tuscaloosa County,AL,NA,82.44274809160305
35601,Morgan County,AL,NA,93.51145038167938
35603,Morgan County,AL,NA,19.083969465648856
35630,Lauderdale County,AL,NA,60.68702290076335
35802,Madison County,AL,64.35643564356435,NA
35901,Etowah County,AL,NA,81.67938931297711
35960,Cherokee County,AL,NA,85.1145038167939
36206,Calhoun County,AL,87.12871287128714,NA
36460,Monroe County,AL,NA,96.18320610687023
36571,Mobile County,AL,NA,66.03053435114504
36609,Mobile County,AL,NA,78.2442748091603
36701,Dallas County,AL,NA,28.24427480916031
36786,Perry County,AL,NA,96.94656488549617
36867,Russell County,AL,73.76237623762376,NA
85281,Maricopa County,AZ,33.16831683168317,NA
85301,Maricopa County,AZ,NA,5.343511450381679
71639,Desha County,AR,99.00990099009901,NA
72076,Pulaski County,AR,59.900990099009896,NA
72301,Crittenden County,AR,62.37623762376238,NA
90210,Los Angeles County,CA,NA,98.47328244274809
90247,Los Angeles County,CA,36.13861386138614,NA
90605,Los Angeles County,CA,83.66336633663366,NA
90731,Los Angeles County,CA,NA,61.06870229007634
90805,Los Angeles County,CA,86.13861386138613,NA
90808,Los Angeles County,CA,96.03960396039604,NA
92020,San Diego County,CA,NA,24.80916030534351
92021,San Diego County,CA,22.277227722772277,NA
92335,San Bernardino County,CA,13.366336633663368,NA
92392,San Bernardino County,CA,NA,21.374045801526716
92410,San Bernardino County,CA,92.57425742574257,NA
92584,Riverside County,CA,NA,71.37404580152672
93274,Tulare County,CA,NA,40.458015267175576
93955,Monterey County,CA,85.14851485148515,NA
94124,San Francisco County,CA,56.930693069306926,NA
94606,Alameda County,CA,NA,49.23664122137404
94610,Alameda County,CA,NA,88.93129770992367
94806,Contra Costa County,CA,NA,81.29770992366412
95035,Santa Clara County,CA,NA,73.2824427480916
80104,Douglas County,CO,26.732673267326735,NA
80239,Denver County,CO,NA,88.54961832061069
81416,Delta County,CO,NA,70.22900763358778
06484,Fairfield County,CT,NA,35.11450381679389
06704,New Haven County,CT,10.891089108910892,NA
06705,New Haven County,CT,NA,85.49618320610686
06854,Fairfield County,CT,39.10891089108911,NA
19703,New Castle County,DE,68.8118811881188,NA
19904,Kent County,DE,NA,16.412213740458014
19939,Sussex County,DE,99.5049504950495,NA
32206,Duval County,FL,NA,24.427480916030532
32208,Duval County,FL,78.21782178217822,NA
32209,Duval County,FL,NA,4.580152671755725
32222,Duval County,FL,89.60396039603961,NA
32256,Duval County,FL,NA,62.59541984732825
32351,Gadsden County,FL,80.19801980198021,NA
32607,Alachua County,FL,61.88118811881188,NA
